20081221 00:00,0.902,0.9096,0.8976,0.8986,0,0.9028,0.91229,0.8982,0.8992,0
20081222 00:00,0.8986,0.91728,0.88985,0.89183,0,0.8992,0.9176,0.89042,0.89223,0
20081223 00:00,0.89183,0.9033,0.8855,0.8857,0,0.89223,0.9039,0.8863,0.8865,0
20081224 00:00,0.8857,0.8919,0.87815,0.8853,0,0.8865,0.8928,0.8791,0.8863,0
20081228 00:00,0.8853,0.8853,0.8609,0.8645,0,0.8863,0.8863,0.8617,0.86524,0
20081229 00:00,0.8645,0.87266,0.84966,0.85608,0,0.86524,0.8733,0.85001,0.85696,0
20081230 00:00,0.85608,0.8717,0.85194,0.8673,0,0.85696,0.87558,0.8527,0.8683,0
20081231 00:00,0.8673,0.88175,0.85839,0.87855,0,0.8683,0.88274,0.85916,0.8793,0
20090104 00:00,0.87855,0.9069,0.87855,0.90485,0,0.8793,0.90745,0.8793,0.9054,0
20090105 00:00,0.90485,0.94,0.9023,0.93899,0,0.9054,0.9406,0.9029,0.9395,0
20090106 00:00,0.93899,0.95653,0.93107,0.9333,0,0.9395,0.9569,0.9315,0.9339,0
20090107 00:00,0.9333,0.93511,0.9135,0.91595,0,0.9339,0.9356,0.9139,0.9167,0
20090108 00:00,0.91595,0.928,0.9112,0.9208,0,0.9167,0.92844,0.91166,0.9214,0
20090109 00:00,0.9208,0.9421,0.9177,0.9353,0,0.9214,0.9427,0.9185,0.9359,0
20090111 00:00,0.9353,0.94,0.9343,0.9372,0,0.9359,0.9405,0.9348,0.9376,0
20090112 00:00,0.9372,0.93934,0.90997,0.9145,0,0.9376,0.9398,0.91284,0.915,0
20090113 00:00,0.9145,0.9206,0.90731,0.91411,0,0.915,0.9212,0.90803,0.91457,0
20090114 00:00,0.91411,0.91711,0.892,0.8993,0,0.91457,0.9176,0.89237,0.8997,0
20090115 00:00,0.8993,0.9038,0.8878,0.901,0,0.8997,0.9042,0.88828,0.9016,0
20090116 00:00,0.901,0.90744,0.8877,0.8948,0,0.9016,0.908,0.8883,0.8954,0
20090118 00:00,0.8948,0.90414,0.8948,0.90262,0,0.8954,0.90486,0.8954,0.90318,0
20090119 00:00,0.90262,0.9127,0.89671,0.9098,0,0.90318,0.9133,0.8972,0.9104,0
20090120 00:00,0.9098,0.9121,0.8992,0.8995,0,0.9104,0.9127,0.8998,0.9001,0
20090121 00:00,0.8995,0.9215,0.89703,0.9205,0,0.9001,0.922,0.89753,0.921,0
20090122 00:00,0.9205,0.9256,0.9076,0.9229,0,0.921,0.926,0.90795,0.92332,0
20090123 00:00,0.9229,0.9409,0.9211,0.9387,0,0.92332,0.9413,0.9216,0.9393,0
20090125 00:00,0.9387,0.95021,0.9356,0.9491,0,0.9393,0.95088,0.9392,0.94979,0
20090126 00:00,0.9491,0.9529,0.92382,0.9297,0,0.94979,0.95361,0.9264,0.9305,0
20090127 00:00,0.9297,0.9363,0.92193,0.9354,0,0.9305,0.9371,0.924,0.9362,0
20090128 00:00,0.9354,0.9526,0.9314,0.9462,0,0.9362,0.95589,0.93209,0.9467,0
20090129 00:00,0.9462,0.9477,0.9351,0.9382,0,0.9467,0.94815,0.93557,0.93858,0
20090130 00:00,0.9382,0.9481,0.93167,0.9451,0,0.93858,0.9487,0.93413,0.9459,0
20090201 00:00,0.9451,0.94773,0.9402,0.9419,0,0.9459,0.94859,0.9406,0.9424,0
20090202 00:00,0.9419,0.94279,0.9294,0.93144,0,0.9424,0.9431,0.9299,0.93184,0
20090203 00:00,0.93144,0.93279,0.9217,0.93187,0,0.93184,0.9331,0.92217,0.93229,0
20090204 00:00,0.93187,0.94821,0.93005,0.94391,0,0.93229,0.9484,0.93045,0.94431,0
20090205 00:00,0.94391,0.95442,0.94116,0.94258,0,0.94431,0.95481,0.94152,0.94298,0
20090206 00:00,0.94258,0.951,0.93374,0.9495,0,0.94298,0.9515,0.93413,0.9501,0
20090208 00:00,0.9495,0.9512,0.947,0.94945,0,0.9501,0.9516,0.9475,0.94985,0
20090209 00:00,0.94945,0.9626,0.9407,0.9451,0,0.94985,0.9631,0.94104,0.94548,0
20090210 00:00,0.9451,0.951,0.9231,0.9281,0,0.94548,0.95131,0.92352,0.9286,0
20090211 00:00,0.9281,0.936,0.92222,0.9341,0,0.9286,0.93849,0.92262,0.93437,0
20090212 00:00,0.9341,0.94464,0.9275,0.9437,0,0.93437,0.94607,0.92793,0.9442,0
20090213 00:00,0.9437,0.94541,0.92921,0.93942,0,0.9442,0.94574,0.92961,0.94017,0
20090215 00:00,0.93942,0.94201,0.93639,0.93968,0,0.94017,0.94234,0.9371,0.94008,0
20090216 00:00,0.93968,0.94074,0.9284,0.9291,0,0.94008,0.94116,0.92885,0.9296,0
20090217 00:00,0.9291,0.93358,0.9227,0.92974,0,0.9296,0.93394,0.9232,0.93014,0
20090218 00:00,0.92974,0.94021,0.92739,0.9388,0,0.93014,0.94053,0.9278,0.9393,0
20090219 00:00,0.9388,0.9447,0.93081,0.9427,0,0.9393,0.94516,0.93108,0.94306,0
20090220 00:00,0.9427,0.94382,0.9143,0.9224,0,0.94306,0.94423,0.9148,0.9229,0
20090222 00:00,0.9224,0.9329,0.92122,0.93212,0,0.9229,0.9331,0.922,0.93252,0
20090223 00:00,0.93212,0.9365,0.9226,0.9234,0,0.93252,0.93728,0.92299,0.9239,0
20090224 00:00,0.9234,0.94106,0.9231,0.9328,0,0.9239,0.94136,0.92341,0.9333,0
20090225 00:00,0.9328,0.93743,0.92439,0.9279,0,0.9333,0.93781,0.92464,0.9284,0
20090226 00:00,0.9279,0.94047,0.92632,0.9319,0,0.9284,0.94066,0.92733,0.93227,0
20090227 00:00,0.9319,0.933,0.91567,0.9193,0,0.93227,0.93331,0.91602,0.91975,0
20090301 00:00,0.9193,0.9208,0.91601,0.9182,0,0.91975,0.92181,0.9164,0.9187,0
20090302 00:00,0.9182,0.91864,0.90777,0.9097,0,0.9187,0.91897,0.9085,0.91004,0
20090303 00:00,0.9097,0.9175,0.90381,0.9137,0,0.91004,0.9176,0.90406,0.9138,0
20090304 00:00,0.9137,0.9221,0.91206,0.9181,0,0.9138,0.92221,0.9122,0.91818,0
20090305 00:00,0.9181,0.9196,0.89574,0.8995,0,0.91818,0.92,0.8962,0.8997,0
20090306 00:00,0.8995,0.90368,0.89379,0.90107,0,0.8997,0.904,0.89414,0.9016,0
20090308 00:00,0.90107,0.9035,0.89876,0.89886,0,0.9016,0.9037,0.8988,0.899,0
20090309 00:00,0.89886,0.901,0.8877,0.8963,0,0.899,0.9012,0.88819,0.8965,0
20090310 00:00,0.8963,0.90807,0.8909,0.9044,0,0.8965,0.90855,0.89109,0.9046,0
20090311 00:00,0.9044,0.909,0.89299,0.89569,0,0.9046,0.9092,0.89351,0.8959,0
20090312 00:00,0.89569,0.93255,0.89519,0.92919,0,0.8959,0.93296,0.89541,0.92951,0
20090313 00:00,0.92919,0.94146,0.92519,0.93259,0,0.92951,0.94171,0.92551,0.93301,0
20090315 00:00,0.93259,0.93819,0.93105,0.93403,0,0.93301,0.93851,0.9316,0.93425,0
20090316 00:00,0.93403,0.93639,0.92792,0.92889,0,0.93425,0.93691,0.9288,0.92911,0
20090317 00:00,0.92889,0.93279,0.92729,0.92869,0,0.92911,0.93301,0.92751,0.92891,0
20090318 00:00,0.92869,0.93009,0.90398,0.91684,0,0.92891,0.93031,0.90735,0.91723,0
20090319 00:00,0.91684,0.92411,0.90236,0.90737,0,0.91723,0.92451,0.90333,0.9077,0
20090320 00:00,0.90737,0.91238,0.90378,0.91085,0,0.9077,0.91279,0.9042,0.91141,0
20090322 00:00,0.91085,0.91166,0.90688,0.90888,0,0.91141,0.91231,0.90731,0.90921,0
20090323 00:00,0.90888,0.92214,0.90881,0.91787,0,0.90921,0.92267,0.90915,0.91868,0
20090324 00:00,0.91787,0.92259,0.91533,0.91619,0,0.91868,0.92311,0.91575,0.91721,0
20090325 00:00,0.91619,0.91979,0.90565,0.91094,0,0.91721,0.92016,0.9068,0.91136,0
20090326 00:00,0.91094,0.91889,0.90994,0.91639,0,0.91136,0.91932,0.91036,0.91672,0
20090327 00:00,0.91639,0.92636,0.91554,0.92389,0,0.91672,0.92673,0.91608,0.92438,0
20090329 00:00,0.92389,0.92493,0.91557,0.91802,0,0.92438,0.92639,0.91658,0.91882,0
20090330 00:00,0.91802,0.92202,0.90884,0.91082,0,0.91882,0.92601,0.90937,0.91164,0
20090331 00:00,0.91082,0.91252,0.89824,0.90535,0,0.91164,0.9129,0.89873,0.90577,0
20090401 00:00,0.90535,0.91666,0.89717,0.91458,0,0.90577,0.91697,0.89755,0.91497,0
20090402 00:00,0.91458,0.91897,0.90768,0.91658,0,0.91497,0.9196,0.90792,0.91743,0
20090403 00:00,0.91658,0.92097,0.91057,0.91894,0,0.91743,0.92144,0.91251,0.91976,0
20090405 00:00,0.91894,0.92194,0.91599,0.92187,0,0.91976,0.92247,0.91765,0.92247,0
20090406 00:00,0.92187,0.92279,0.91074,0.91758,0,0.92247,0.92329,0.91179,0.91799,0
20090407 00:00,0.91758,0.92816,0.91728,0.92658,0,0.91799,0.92851,0.91799,0.92702,0
20090408 00:00,0.92658,0.93111,0.92436,0.92883,0,0.92702,0.93183,0.9261,0.92927,0
20090409 00:00,0.92883,0.94809,0.92699,0.94409,0,0.92927,0.94979,0.92761,0.94453,0
20090410 00:00,0.94409,0.94439,0.93916,0.93924,0,0.94453,0.94751,0.94176,0.94221,0
20090412 00:00,0.93924,0.94459,0.93844,0.93932,0,0.94221,0.94557,0.93891,0.93976,0
20090413 00:00,0.93932,0.9423,0.92411,0.93438,0,0.93976,0.94271,0.92651,0.93482,0
20090414 00:00,0.93438,0.94412,0.93404,0.93939,0,0.93482,0.94461,0.93451,0.93979,0
20090415 00:00,0.93939,0.95342,0.93827,0.95243,0,0.93979,0.95385,0.93871,0.95289,0
20090416 00:00,0.95243,0.9585,0.9444,0.95759,0,0.95289,0.95896,0.94501,0.95756,0
20090417 00:00,0.95759,0.96471,0.95579,0.96034,0,0.95756,0.96519,0.95649,0.96136,0
20090419 00:00,0.96034,0.96279,0.95594,0.95699,0,0.96136,0.96368,0.9566,0.95741,0
20090420 00:00,0.95699,0.95756,0.94074,0.94464,0,0.95741,0.95841,0.94189,0.94591,0
20090421 00:00,0.94464,0.94691,0.93309,0.94108,0,0.94591,0.94751,0.93361,0.94152,0
20090422 00:00,0.94108,0.94229,0.93532,0.941,0,0.94152,0.94314,0.93576,0.94144,0
20090423 00:00,0.941,0.94757,0.93221,0.93286,0,0.94144,0.94801,0.93265,0.9333,0
20090424 00:00,0.93286,0.9432,0.93274,0.94184,0,0.9333,0.94371,0.93313,0.94261,0
20090426 00:00,0.94184,0.94359,0.93759,0.94094,0,0.94261,0.94421,0.93851,0.94151,0
20090427 00:00,0.94094,0.95034,0.94009,0.94563,0,0.94151,0.95111,0.94071,0.94607,0
20090428 00:00,0.94563,0.9473,0.93514,0.94324,0,0.94607,0.94771,0.93631,0.94451,0
20090429 00:00,0.94324,0.95337,0.94058,0.9515,0,0.94451,0.95401,0.94101,0.95198,0
20090430 00:00,0.9515,0.96084,0.95036,0.95754,0,0.95198,0.96131,0.9508,0.95881,0
20090501 00:00,0.95754,0.95962,0.95163,0.95789,0,0.95881,0.96015,0.95207,0.95861,0
20090503 00:00,0.95789,0.96149,0.95789,0.95966,0,0.95861,0.96221,0.95861,0.96031,0
20090504 00:00,0.95966,0.966,0.95571,0.96482,0,0.96031,0.96661,0.95641,0.96554,0
20090505 00:00,0.96482,0.96599,0.95979,0.96299,0,0.96554,0.96664,0.96031,0.9637,0
20090506 00:00,0.96299,0.97768,0.9586,0.97365,0,0.9637,0.97812,0.95911,0.97392,0
20090507 00:00,0.97365,0.97729,0.96147,0.96613,0,0.97392,0.97759,0.96178,0.96657,0
20090508 00:00,0.96613,0.97439,0.96019,0.96239,0,0.96657,0.97581,0.96086,0.96331,0
20090510 00:00,0.96239,0.96439,0.95861,0.9617,0,0.96331,0.96494,0.95981,0.9624,0
20090511 00:00,0.9617,0.96272,0.94864,0.95185,0,0.9624,0.96317,0.94948,0.95237,0
20090512 00:00,0.95185,0.95483,0.94589,0.95129,0,0.95237,0.95521,0.94632,0.95199,0
20090513 00:00,0.95129,0.95539,0.94019,0.9439,0,0.95199,0.9559,0.94064,0.94431,0
20090514 00:00,0.9439,0.94579,0.94005,0.94551,0,0.94431,0.94637,0.94048,0.94594,0
20090515 00:00,0.94551,0.95344,0.94207,0.95109,0,0.94594,0.95384,0.94258,0.95186,0
20090517 00:00,0.95109,0.95969,0.95109,0.95923,0,0.95186,0.96016,0.95186,0.95975,0
20090518 00:00,0.95923,0.96195,0.95529,0.96005,0,0.95975,0.96239,0.95651,0.96071,0
20090519 00:00,0.96005,0.96419,0.95674,0.96023,0,0.96071,0.96444,0.95816,0.96067,0
20090520 00:00,0.96023,0.96775,0.95667,0.96114,0,0.96067,0.96829,0.95703,0.96199,0
20090521 00:00,0.96114,0.96653,0.95799,0.96098,0,0.96199,0.96689,0.9587,0.96142,0
20090522 00:00,0.96098,0.96995,0.96097,0.96794,0,0.96142,0.97039,0.96126,0.96881,0
20090524 00:00,0.96794,0.96794,0.96225,0.96483,0,0.96881,0.96881,0.96269,0.96527,0
20090525 00:00,0.96483,0.96534,0.96099,0.96405,0,0.96527,0.96806,0.96142,0.96442,0
20090526 00:00,0.96405,0.97556,0.96044,0.97493,0,0.96442,0.9762,0.96088,0.97528,0
20090527 00:00,0.97493,0.9792,0.96904,0.97299,0,0.97528,0.97955,0.97135,0.97332,0
20090528 00:00,0.97299,0.97915,0.96982,0.97884,0,0.97332,0.97957,0.97018,0.97932,0
20090529 00:00,0.97884,0.97997,0.97131,0.97729,0,0.97932,0.98031,0.97172,0.97821,0
20090531 00:00,0.97729,0.985,0.9772,0.98328,0,0.97821,0.98544,0.97785,0.98371,0
20090601 00:00,0.98328,0.98799,0.97721,0.97729,0,0.98371,0.98831,0.97765,0.9777,0
20090602 00:00,0.97729,0.98456,0.97729,0.98289,0,0.9777,0.98501,0.97767,0.98371,0
20090603 00:00,0.98289,0.984,0.95909,0.96567,0,0.98371,0.98441,0.95961,0.96595,0
20090604 00:00,0.96567,0.9763,0.96114,0.9707,0,0.96595,0.97666,0.96186,0.97098,0
20090605 00:00,0.9707,0.97763,0.96744,0.97034,0,0.97098,0.97791,0.9688,0.97111,0
20090607 00:00,0.97034,0.97477,0.96999,0.97259,0,0.97111,0.97509,0.97044,0.97299,0
20090608 00:00,0.97259,0.98139,0.97169,0.98009,0,0.97299,0.98174,0.972,0.98041,0
20090609 00:00,0.98009,0.987,0.97289,0.98024,0,0.98041,0.98731,0.97541,0.98068,0
20090610 00:00,0.98024,0.98076,0.97099,0.97991,0,0.98068,0.9812,0.97131,0.98031,0
20090611 00:00,0.97991,0.98099,0.96539,0.96629,0,0.98031,0.98121,0.96577,0.96671,0
20090612 00:00,0.96629,0.96709,0.95939,0.96649,0,0.96671,0.96782,0.95961,0.96681,0
20090614 00:00,0.96649,0.96812,0.96145,0.96429,0,0.96681,0.96851,0.96338,0.96458,0
20090615 00:00,0.96429,0.96739,0.95722,0.96185,0,0.96458,0.96761,0.96051,0.96239,0
20090616 00:00,0.96185,0.96599,0.9568,0.96059,0,0.96239,0.96629,0.95708,0.96091,0
20090617 00:00,0.96059,0.9608,0.94929,0.95049,0,0.96091,0.96107,0.94953,0.95081,0
20090618 00:00,0.95049,0.96279,0.94959,0.96269,0,0.95081,0.96311,0.95001,0.96301,0
20090619 00:00,0.96269,0.96384,0.95039,0.95179,0,0.96301,0.96421,0.95071,0.95201,0
20090621 00:00,0.95179,0.95469,0.95109,0.95139,0,0.95201,0.95916,0.95139,0.95171,0
20090622 00:00,0.95139,0.95349,0.93579,0.93619,0,0.95171,0.95381,0.93611,0.93651,0
20090623 00:00,0.93619,0.93659,0.92409,0.9294,0,0.93651,0.93691,0.92441,0.92961,0
20090624 00:00,0.9294,0.95859,0.92913,0.94639,0,0.92961,0.95881,0.92941,0.94669,0
20090625 00:00,0.94639,0.95312,0.94379,0.94779,0,0.94669,0.95371,0.94401,0.94811,0
20090626 00:00,0.94779,0.94924,0.93659,0.93689,0,0.94811,0.94967,0.93701,0.93711,0
20090628 00:00,0.93689,0.94299,0.93689,0.94269,0,0.93711,0.94331,0.93711,0.94313,0
20090629 00:00,0.94269,0.94429,0.93419,0.93775,0,0.94313,0.94461,0.93451,0.93811,0
20090630 00:00,0.93775,0.9382,0.93319,0.93459,0,0.93811,0.93861,0.93357,0.93491,0
20090701 00:00,0.93459,0.94129,0.93379,0.93882,0,0.93491,0.94151,0.93401,0.93911,0
20090702 00:00,0.93882,0.94164,0.93159,0.93794,0,0.93911,0.94478,0.93191,0.93876,0
20090703 00:00,0.93794,0.94067,0.93309,0.93494,0,0.93876,0.94101,0.93371,0.93601,0
20090705 00:00,0.93494,0.93769,0.93389,0.93671,0,0.93601,0.93801,0.93421,0.93711,0
20090706 00:00,0.93671,0.94009,0.93209,0.93802,0,0.93711,0.94226,0.93241,0.93841,0
20090707 00:00,0.93802,0.93931,0.93219,0.93659,0,0.93841,0.93975,0.93251,0.9369,0
20090708 00:00,0.93659,0.93919,0.93119,0.93505,0,0.9369,0.93941,0.93141,0.93549,0
20090709 00:00,0.93505,0.93655,0.92619,0.93599,0,0.93549,0.93719,0.92651,0.93641,0
20090710 00:00,0.93599,0.939,0.93119,0.93139,0,0.93641,0.93984,0.93147,0.93161,0
20090712 00:00,0.93139,0.93439,0.93122,0.93209,0,0.93161,0.93481,0.93161,0.93249,0
20090713 00:00,0.93209,0.94374,0.92989,0.94254,0,0.93249,0.94405,0.93023,0.94356,0
20090714 00:00,0.94254,0.96244,0.94209,0.95399,0,0.94356,0.96296,0.9429,0.95423,0
20090715 00:00,0.95399,0.96619,0.95341,0.96061,0,0.95423,0.96701,0.95381,0.96105,0
20090716 00:00,0.96061,0.96499,0.95749,0.9636,0,0.96105,0.96527,0.95777,0.96401,0
20090717 00:00,0.9636,0.96849,0.96205,0.96469,0,0.96401,0.9688,0.96236,0.96511,0
20090719 00:00,0.96469,0.97069,0.96469,0.96589,0,0.96511,0.9711,0.96511,0.96624,0
20090720 00:00,0.96589,0.96929,0.96299,0.96512,0,0.96624,0.96961,0.96339,0.96541,0
20090721 00:00,0.96512,0.97139,0.96069,0.96479,0,0.96541,0.97161,0.96101,0.96521,0
20090722 00:00,0.96479,0.97199,0.96445,0.97054,0,0.96521,0.97231,0.96471,0.97082,0
20090723 00:00,0.97054,0.98925,0.97042,0.98661,0,0.97082,0.99051,0.97074,0.98701,0
20090724 00:00,0.98661,0.99221,0.98371,0.98909,0,0.98701,0.99255,0.98411,0.98971,0
20090726 00:00,0.98909,0.98909,0.98519,0.98649,0,0.98971,0.98971,0.98561,0.98691,0
20090727 00:00,0.98649,0.99309,0.98539,0.98956,0,0.98691,0.99341,0.98581,0.98991,0
20090728 00:00,0.98956,0.99549,0.98769,0.99109,0,0.98991,0.99601,0.98798,0.99148,0
20090729 00:00,0.99109,1.00159,0.98995,0.99959,0,0.99148,1.00195,0.99029,0.99996,0
20090730 00:00,0.99959,1.00952,0.99905,1.00649,0,0.99996,1.00982,0.99938,1.0069,0
20090731 00:00,1.00649,1.00712,0.98789,0.99159,0,1.0069,1.00749,0.98814,0.99241,0
20090802 00:00,0.99159,0.99692,0.99159,0.99524,0,0.99241,0.99721,0.99221,0.99563,0
20090803 00:00,0.99524,0.9993,0.98989,0.99266,0,0.99563,1.00012,0.99081,0.99364,0
20090804 00:00,0.99266,0.99756,0.98532,0.98636,0,0.99364,0.99783,0.98561,0.9868,0
20090805 00:00,0.98636,0.9941,0.98515,0.99113,0,0.9868,0.99449,0.98535,0.99151,0
20090806 00:00,0.99113,0.99489,0.98554,0.98759,0,0.99151,0.99521,0.98714,0.98801,0
20090807 00:00,0.98759,1.00156,0.97989,0.99969,0,0.98801,1.00191,0.98013,1.00011,0
20090809 00:00,0.99969,1.00018,0.99709,0.99976,0,1.00011,1.00051,0.99749,1.00011,0
20090810 00:00,0.99976,1.0023,0.99102,0.99111,0,1.00011,1.00268,0.99131,0.99131,0
20090811 00:00,0.99111,0.99223,0.97779,0.97999,0,0.99131,0.99261,0.97821,0.98034,0
20090812 00:00,0.97999,0.99141,0.97589,0.99011,0,0.98034,0.99372,0.97611,0.99052,0
20090813 00:00,0.99011,0.99459,0.98169,0.98472,0,0.99052,0.99491,0.98241,0.98501,0
20090814 00:00,0.98472,0.98909,0.97449,0.97549,0,0.98501,0.98938,0.97481,0.97582,0
20090816 00:00,0.97549,0.97549,0.97109,0.97169,0,0.97582,0.97582,0.97141,0.97211,0
20090817 00:00,0.97169,0.97719,0.97039,0.97501,0,0.97211,0.97751,0.97131,0.97545,0
20090818 00:00,0.97501,0.97739,0.97086,0.97251,0,0.97545,0.97771,0.97114,0.97291,0
20090819 00:00,0.97251,0.97471,0.96516,0.97322,0,0.97291,0.97704,0.96538,0.97366,0
20090820 00:00,0.97322,0.98011,0.97013,0.97558,0,0.97366,0.98041,0.97041,0.9758,0
20090821 00:00,0.97558,0.98369,0.97409,0.97699,0,0.9758,0.98401,0.97441,0.97727,0
20090823 00:00,0.97699,0.98313,0.97699,0.98285,0,0.97727,0.98357,0.97727,0.98325,0
20090824 00:00,0.98285,0.98959,0.98089,0.98429,0,0.98325,0.98991,0.98121,0.98472,0
20090825 00:00,0.98429,0.98649,0.97131,0.97321,0,0.98472,0.98681,0.97161,0.97358,0
20090826 00:00,0.97321,0.97852,0.97059,0.9727,0,0.97358,0.97861,0.97092,0.97308,0
20090827 00:00,0.9727,0.9801,0.96992,0.97589,0,0.97308,0.98039,0.97031,0.97641,0
20090828 00:00,0.97589,0.97839,0.96949,0.97049,0,0.97641,0.97871,0.96991,0.97088,0
20090830 00:00,0.97049,0.97049,0.96498,0.96639,0,0.97088,0.97088,0.96529,0.96679,0
20090831 00:00,0.96639,0.97149,0.957,0.96672,0,0.96679,0.97181,0.95741,0.96711,0
20090901 00:00,0.96672,0.97011,0.96214,0.96622,0,0.96711,0.97041,0.9645,0.96661,0
20090902 00:00,0.96622,0.96743,0.95769,0.9616,0,0.96661,0.96766,0.95811,0.96201,0
20090903 00:00,0.9616,0.96703,0.95799,0.96669,0,0.96201,0.96741,0.95829,0.96709,0
20090904 00:00,0.96669,0.97909,0.96656,0.97529,0,0.96709,0.97941,0.96685,0.97621,0
20090906 00:00,0.97529,0.98159,0.97399,0.98111,0,0.97621,0.982,0.97441,0.98146,0
20090907 00:00,0.98111,0.98579,0.97965,0.9809,0,0.98146,0.98701,0.98,0.98121,0
20090908 00:00,0.9809,0.98319,0.96563,0.96862,0,0.98121,0.98361,0.96681,0.96891,0
20090909 00:00,0.96862,0.96941,0.96061,0.96149,0,0.96891,0.96971,0.96101,0.96184,0
20090910 00:00,0.96149,0.96627,0.95602,0.96412,0,0.96184,0.96651,0.95649,0.96456,0
20090911 00:00,0.96412,0.96659,0.96109,0.96149,0,0.96456,0.96691,0.96136,0.96208,0
20090913 00:00,0.96149,0.96149,0.95739,0.95919,0,0.96208,0.96208,0.95781,0.95959,0
20090914 00:00,0.95919,0.95952,0.95099,0.95666,0,0.95959,0.95991,0.95131,0.95713,0
20090915 00:00,0.95666,0.96724,0.95391,0.96646,0,0.95713,0.96746,0.95482,0.9669,0
20090916 00:00,0.96646,0.97127,0.96516,0.96998,0,0.9669,0.97157,0.96541,0.97028,0
